0.029659,0.019802,0.980198
-0.007450,0.008572,1.013889
0.010616,0.003201,0.999729
-0.003056,0.014431,1.016819
-0.001102,-0.000706,1.005100
0.014034,0.015896,0.994846
0.002804,-0.001194,0.990940
-0.009403,-0.003147,0.991428
0.022335,0.018826,0.975803
-0.016239,-0.014866,1.009983
0.003780,-0.000706,1.008518
-0.005985,-0.019749,1.014866
0.005733,-0.006077,0.990940
-0.004032,0.007107,0.989475
-0.006474,-0.001682,1.003635
0.011593,0.005642,0.989964
-0.021610,0.001247,0.995335
-0.009403,-0.009007,0.990452
-0.002079,0.004665,1.009495
0.020870,0.011501,0.983616
0.007198,-0.005589,1.014866
-0.001102,0.004665,0.999729
0.012569,0.000271,0.997776
0.003780,0.008572,0.991917
0.014034,-0.005589,1.013889
0.001339,0.022732,1.015354
0.011105,0.021755,0.996311
-0.005985,-0.018772,1.001682
0.015987,0.014919,0.986546
0.000851,-0.006565,0.999241
-0.007938,0.005154,1.010960
-0.003056,0.013943,0.997288
-0.010868,-0.007053,1.003147
0.013546,-0.001682,0.988499
-0.014774,-0.004612,1.019749
0.000851,0.011990,1.004612
-0.016239,0.011501,1.026096
0.008175,0.007595,0.992893
0.007198,0.005642,0.994846
0.000851,0.001736,1.003147
0.012569,0.005642,1.000217
-0.000126,0.002712,0.999729
0.005245,0.008083,1.014866
-0.014286,0.005642,0.988987
0.003780,0.000759,1.009983
-0.021122,0.005642,1.022190
0.015011,0.007595,0.994358
-0.005009,-0.002659,0.996799
-0.005985,-0.011936,0.994846
0.012569,0.006130,1.024143
0.004757,-0.004124,1.000217
-0.012821,-0.004612,0.990940
0.006710,0.010036,1.007053
0.009151,0.025661,1.003635
-0.003056,-0.015354,1.000217
0.002804,-0.001682,1.020237
0.014034,0.021267,0.996311
-0.012333,-0.011448,1.005589
-0.005985,-0.014866,1.004612
0.019405,0.012478,0.985569
-0.007450,-0.009983,1.016819
0.012569,0.018826,1.006565
0.008663,-0.009007,0.988987
0.017452,0.009060,0.990452
-0.005985,0.008083,0.984592
-0.017216,-0.011448,0.990940
0.019894,0.020779,0.994846
-0.010380,-0.015354,1.011448
0.008175,0.014919,0.995823
-0.006962,-0.009007,1.014378
-0.011356,0.001736,1.025120
0.022335,0.019802,0.995335
-0.028934,-0.008518,1.010960
0.008663,0.005154,0.996799
-0.007450,0.003689,1.018284
0.014034,0.010036,0.998753
0.001339,-0.006565,1.005100
0.008175,0.006130,1.005589
0.006222,-0.001194,0.999729
0.000362,-0.002659,1.002171
0.001827,-0.002171,1.011448
-0.005497,0.009060,0.984592
0.024776,0.008083,1.000217
0.002316,0.011501,0.985081
0.014034,-0.004124,0.991428
0.001827,0.010525,0.998264
-0.011356,0.011013,0.979710
-0.005497,-0.009983,0.982639
0.002316,0.030056,0.997776
0.007198,0.001247,1.010471
-0.013798,-0.002171,1.009495
-0.005985,-0.005589,1.007053
0.018429,0.025173,0.985081
0.015011,-0.008518,1.011448
-0.003056,0.002712,1.003635
0.002316,0.008083,0.998753
0.015499,-0.005100,1.008030
0.015011,0.005642,1.009007
0.008663,0.003201,0.995823
0.005245,-0.000706,0.993870
-0.010380,-0.000217,1.010960
0.022823,0.009548,0.992893
-0.003544,-0.012424,1.001682
-0.001591,-0.011448,0.993870
0.015499,0.022243,0.983616
-0.004032,-0.012913,1.014866
0.002804,0.012478,0.975315
0.004269,0.004665,0.991428
-0.007450,-0.000706,0.997776
0.031124,0.008572,0.993870
-0.008427,0.006130,0.983616
0.003780,-0.001194,1.010471
0.014523,-0.004124,0.974827
-0.010868,0.002224,1.017796
-0.004032,0.003201,1.001682
-0.014774,0.003201,1.003635
0.001339,-0.000706,1.006077
0.003292,0.003201,0.989964
0.007198,0.014919,0.981174
-0.000126,-0.004612,0.978733
0.016964,0.012478,0.987522
-0.009892,0.003201,1.009495
0.008175,0.019802,0.998264
-0.005009,0.012966,0.996799
-0.008915,-0.011448,1.003147
0.011593,0.006618,0.990940
-0.006962,-0.023655,1.016331
0.023312,0.010036,0.989964
-0.005009,0.000759,0.990940
0.003780,-0.004124,0.989475
-0.009403,-0.001194,1.010960
0.006710,0.014431,1.005589
-0.007450,-0.008518,1.010471
0.017941,0.020779,0.980686
-0.010380,-0.020237,1.021702
-0.011356,-0.004612,1.007542
0.020382,0.006618,0.991917
-0.009892,0.005642,1.002171
0.011105,-0.014378,1.009007
-0.016239,0.004665,1.008030
-0.011845,-0.009983,0.995823
0.005245,0.009060,1.002171
0.005245,-0.004124,0.998753
0.010616,0.008572,0.985081
-0.006962,-0.016331,1.037327
0.002804,0.019314,0.999241
-0.010868,-0.009495,1.014378
-0.002567,0.000271,1.009983
0.015011,0.004665,0.999729
0.007198,0.012478,1.004124
-0.004520,-0.000217,1.004612
0.000362,-0.000217,1.014378
0.013058,0.015896,1.007542
0.000851,-0.007542,0.983128
0.004269,0.011501,0.996799
-0.000614,-0.004612,0.985081
-0.007938,-0.004124,0.987522
0.000851,0.009060,0.983616
-0.000126,0.011990,1.000217
0.016964,-0.000706,0.995823
0.007198,0.001736,0.997288
-0.008427,0.010525,0.995335
-0.001591,-0.021214,0.993382
0.009640,0.000271,0.997776
-0.000126,-0.003147,0.988499
0.000851,0.017361,1.014378
0.000362,-0.003147,1.008030
0.004757,0.009548,0.989964
0.002316,0.021267,1.011936
0.005733,-0.012424,0.986057
0.007198,0.021755,0.980686
-0.003056,-0.013889,1.002171
0.008175,0.019314,1.004124
0.016476,0.007595,1.032932
0.016964,0.002712,0.993382
-0.005009,-0.007542,1.022678
0.020382,0.021755,0.981663
-0.013309,0.002224,1.006565
-0.015263,-0.002659,1.013889
0.009640,0.006130,0.998753
0.002316,0.007107,1.017796
-0.003544,0.003201,1.005100
0.012081,0.007595,0.980198
0.012081,0.000271,1.020237
0.000851,-0.015354,0.979221
0.013546,0.006130,1.001194
-0.008427,-0.010960,1.009983
0.002316,0.009060,1.007542
0.010616,0.005154,0.999241
-0.002567,0.000271,1.013401
-0.003056,0.005154,0.989964
